"","FamID","MomID","DadID","Fam.ord","Pop","Pop.ord","Year","Group","Group.ord","Reg","Reg.ord","Temp","Temp.ord","Temp.rep","Tray.set","Tray","Rep","Cell","TagID","Planting.date","Percival","Leaf.number.going.in","Leaf.number.coming.out..green.","Leaf.number.coming.out..brown.","Notes","NAleafIn","zeroLeafIn","sampledB4leafOut","outRGR","zeros","RGR","surv","regCol","daytimeTemp"
"3361","GH_0405","SS2889","SS2892",156,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,47,0.15,"E1",405.15,"3/7/19","I-34",2,4,NA,NA,0,0,0,0,0,0.142857142857143,1,"#9E0142",35
"3362","GH_0534","SS3082","SS3108",188,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,47,0.15,"E2",534.15,"3/7/19","I-34",4,14,NA,NA,0,0,0,0,0,0.357142857142857,1,"#9E0142",35
"3363","GH_1280","COT54","COT79",203,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"E3",1280.15,"3/7/19","I-34",4,16,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3364","GH_1324","COT32","COT107",212,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"E4",1324.15,"3/7/19","I-34",4,8,NA,NA,0,0,0,0,0,0.142857142857143,1,"#9E0142",35
"3365","GH_0536","SS3032","SS3175",189,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,47,0.15,"E5",536.15,"3/7/19","I-34",6,32,NA,NA,0,0,0,0,0,0.619047619047619,1,"#9E0142",35
"3366","GH_0489","SS3106","SS3190",183,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,47,0.15,"E6",489.15,"3/7/19","I-34",6,38,NA,NA,0,0,0,0,0,0.761904761904762,1,"#9E0142",35
"3367","GH_1264","COT26","COT67",200,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"E7",1264.15,"3/7/19","I-34",4,22,NA,NA,0,0,0,0,0,0.642857142857143,1,"#9E0142",35
"3368","GH_0414","SS2895","SS2869",158,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,47,0.15,"E8",414.15,"3/7/19","I-34",4,16,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3369","GH_0541","SS3109","SS3164",190,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,47,0.15,"E9",541.15,"3/7/19","I-34",6,32,NA,NA,0,0,0,0,0,0.619047619047619,1,"#9E0142",35
"3370","GH_0467","SS3025","SS2941",162,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,47,0.15,"E10",467.15,"3/7/19","I-34",6,34,NA,NA,0,0,0,0,0,0.666666666666667,1,"#9E0142",35
"3371","GH_1291","COT21","COT34",206,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"E11",1291.15,"3/7/19","I-34",6,24,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3372","GH_1297","COT28","COT18",207,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"E12",1297.15,"3/7/19","I-34",6,28,NA,NA,0,0,0,0,0,0.523809523809524,1,"#9E0142",35
"3373","GH_1252","CUY160","CUY153",180,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,47,0.15,"F1",1252.15,"3/7/19","I-34",4,16,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3374","GH_1258","COT9","COT74",199,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"F2",1258.15,"3/7/19","I-34",4,22,NA,NA,0,0,0,0,0,0.642857142857143,1,"#9E0142",35
"3375","GH_1248","CUY11","CUY32",179,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,47,0.15,"F3",1248.15,"3/7/19","I-34",4,22,NA,NA,0,0,0,0,0,0.642857142857143,1,"#9E0142",35
"3376","GH_0387","SS2976","SS2916",154,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,47,0.15,"F4",387.15,"3/7/19","I-34",6,24,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3377","GH_1267","COT109","COT93",201,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"F5",1267.15,"3/7/19","I-34",6,30,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3378","GH_1194","CUY62","CUY7",171,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,47,0.15,"F6",1194.15,"3/7/19","I-34",6,24,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3379","GH_1337","COT46","COT65",215,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"F7",1337.15,"3/7/19","I-34",6,36,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3380","GH_1273","COT14","COT41",202,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"F8",1273.15,"3/7/19","I-34",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#9E0142",35
"3381","GH_1185","CUY100","CUY103",170,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,47,0.15,"F9",1185.15,"3/7/19","I-34",4,16,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3382","GH_1304","COT108","COT81",208,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"F10",1304.15,"3/7/19","I-34",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#9E0142",35
"3383","GH_0306","SS2991","SS2774",145,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,47,0.15,"F11",306.15,"3/7/19","I-34",6,18,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3384","GH_1314","COT75","COT42",210,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,47,0.15,"F12",1314.15,"3/7/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#9E0142",35
"3385","GH_1199","CUY182","CUY39",172,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"A1",1199.16,"3/7/19","I-34",2,10,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3386","GH_1219","CUY89","CUY66",175,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"A2",1219.16,"3/7/19","I-34",4,8,NA,NA,0,0,0,0,0,0.142857142857143,1,"#9E0142",35
"3387","GH_1138","CUY88","CUY81",165,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"A3",1138.16,"3/7/19","I-34",4,26,NA,NA,0,0,0,0,0,0.785714285714286,1,"#9E0142",35
"3388","GH_1258","COT9","COT74",199,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"A4",1258.16,"3/7/19","I-34",6,42,NA,NA,0,0,0,0,0,0.857142857142857,1,"#9E0142",35
"3389","GH_1314","COT75","COT42",210,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"A5",1314.16,"3/7/19","I-34",6,24,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3390","GH_1297","COT28","COT18",207,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"A6",1297.16,"3/7/19","I-34",6,32,NA,NA,0,0,0,0,0,0.619047619047619,1,"#9E0142",35
"3391","GH_1135","CUY55","CUY65",164,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"A7",1135.16,"3/7/19","I-34",6,32,NA,NA,0,0,0,0,0,0.619047619047619,1,"#9E0142",35
"3392","GH_1170","CUY28","CUY86",169,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"A8",1170.16,"3/7/19","I-34",6,28,NA,NA,0,0,0,0,0,0.523809523809524,1,"#9E0142",35
"3393","GH_0409","SS2989","SS2856",157,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"A9",409.16,"3/7/19","I-34",2,6,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3394","GH_1221","CUY108","CUY30",176,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"A10",1221.16,"3/7/19","I-34",6,38,NA,NA,0,0,0,0,0,0.761904761904762,1,"#9E0142",35
"3395","GH_1156","CUY124","CUY126",167,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"A11",1156.16,"3/7/19","I-34",6,34,NA,NA,0,0,0,0,0,0.666666666666667,1,"#9E0142",35
"3396","GH_0610","SS3098","SS3029",195,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"A12",610.16,"3/7/19","I-34",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#9E0142",35
"3397","GH_0334","SS2936","SS2905",149,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"B1",334.16,"3/7/19","I-34",2,4,NA,NA,0,0,0,0,0,0.142857142857143,1,"#9E0142",35
"3398","GH_1252","CUY160","CUY153",180,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"B2",1252.16,"3/7/19","I-34",6,30,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3399","GH_0549","SS3088","SS3155",191,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"B3",549.16,"3/7/19","I-34",4,18,NA,NA,0,0,0,0,0,0.5,1,"#9E0142",35
"3400","GH_1337","COT46","COT65",215,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"B4",1337.16,"3/7/19","I-34",6,36,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3401","GH_1248","CUY11","CUY32",179,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"B5",1248.16,"3/7/19","I-34",6,31,1,NA,0,0,0,0,0,0.619047619047619,1,"#9E0142",35
"3402","GH_1243","CUY71","CUY145",178,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"B6",1243.16,"3/7/19","I-34",6,36,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3403","GH_0357","SS2867","SS2863",152,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"B7",357.16,"3/7/19","I-34",6,30,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3404","GH_0585","SS3030","SS3089",192,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"B8",585.16,"3/7/19","I-34",6,32,NA,NA,0,0,0,0,0,0.619047619047619,1,"#9E0142",35
"3405","GH_0306","SS2991","SS2774",145,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"B9",306.16,"3/7/19","I-34",2,14,NA,NA,0,0,0,0,0,0.857142857142857,1,"#9E0142",35
"3406","GH_1185","CUY100","CUY103",170,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"B10",1185.16,"3/7/19","I-34",4,24,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3407","GH_0605","SS3173","SS3123",194,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"B11",605.16,"3/7/19","I-34",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#9E0142",35
"3408","GH_1320","COT1","COT96",211,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"B12",1320.16,"3/7/19","I-34",6,25,1,NA,0,0,0,0,0,0.476190476190476,1,"#9E0142",35
"3409","GH_0375","SS2947","SS2943",153,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"C1",375.16,"3/7/19","I-34",2,12,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3410","GH_1344","COT104","COT105",216,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"C2",1344.16,"3/7/19","I-34",6,30,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3411","GH_1326","COT6","COT13",213,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"C3",1326.16,"3/7/19","I-34",6,40,NA,NA,0,0,0,0,0,0.80952380952381,1,"#9E0142",35
"3412","GH_0534","SS3082","SS3108",188,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"C4",534.16,"3/7/19","I-34",6,24,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3413","GH_0436","SS2769","SS2974",160,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"C5",436.16,"3/7/19","I-34",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#9E0142",35
"3414","GH_0624","SS3163","SS3093",197,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"C6",624.16,"3/7/19","I-34",4,24,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3415","GH_1234","CUY37","CUY112",177,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"C7",1234.16,"3/7/19","I-34",2,10,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3416","GH_1264","COT26","COT67",200,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"C8",1264.16,"3/7/19","I-34",6,28,NA,NA,0,0,0,0,0,0.523809523809524,1,"#9E0142",35
"3417","GH_1290","COT61","COT66",205,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"C9",1290.16,"3/7/19","I-34",6,30,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3418","GH_0416","SS2945","SS2870",159,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"C10",416.16,"3/7/19","I-34",2,8,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3419","GH_1273","COT14","COT41",202,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"C11",1273.16,"3/7/19","I-34",4,12,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3420","GH_0591","SS3130","SS3062",193,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"C12",591.16,"3/7/19","I-34",6,20,NA,NA,0,0,0,0,0,0.333333333333333,1,"#9E0142",35
"3421","GH_0447","SS2933","SS2846",161,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"D1",447.16,"3/7/19","I-34",2,6,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3422","GH_0414","SS2895","SS2869",158,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"D2",414.16,"3/7/19","I-34",4,8,NA,NA,0,0,0,0,0,0.142857142857143,1,"#9E0142",35
"3423","GH_0405","SS2889","SS2892",156,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"D3",405.16,"3/7/19","I-34",4,18,NA,NA,0,0,0,0,0,0.5,1,"#9E0142",35
"3424","GH_0478","SS3118","SS3066",182,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"D4",478.16,"3/7/19","I-34",4,8,NA,NA,0,0,0,0,0,0.142857142857143,1,"#9E0142",35
"3425","GH_0316","SS2923","SS2779",147,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"D5",316.16,"3/7/19","I-34",2,6,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3426","GH_0536","SS3032","SS3175",189,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"D6",536.16,"3/7/19","I-34",6,26,NA,NA,0,0,0,0,0,0.476190476190476,1,"#9E0142",35
"3427","GH_0387","SS2976","SS2916",154,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"D7",387.16,"3/7/19","I-34",4,22,NA,NA,0,0,0,0,0,0.642857142857143,1,"#9E0142",35
"3428","GH_1304","COT108","COT81",208,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"D8",1304.16,"3/7/19","I-34",6,28,NA,NA,0,0,0,0,0,0.523809523809524,1,"#9E0142",35
"3429","GH_1307","COT36","COT68",209,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"D9",1307.16,"3/7/19","I-34",6,24,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3430","GH_0353","SS2926","SS2888",151,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"D10",353.16,"3/7/19","I-34",4,18,NA,NA,0,0,0,0,0,0.5,1,"#9E0142",35
"3431","GH_0541","SS3109","SS3164",190,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"D11",541.16,"3/7/19","I-34",4,24,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3432","GH_0467","SS3025","SS2941",162,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"D12",467.16,"3/7/19","I-34",4,16,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3433","GH_0340","SS2872","SS2855",150,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"E1",340.16,"3/7/19","I-34",NA,NA,2,NA,1,0,0,1,0,NA,NA,"#9E0142",35
"3434","GH_1267","COT109","COT93",201,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"E2",1267.16,"3/7/19","I-34",4,10,NA,NA,0,0,0,0,0,0.214285714285714,1,"#9E0142",35
"3435","GH_0613","SS3083","SS3097",196,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"E3",613.16,"3/7/19","I-34",4,18,NA,NA,0,0,0,0,0,0.5,1,"#9E0142",35
"3436","GH_1285","COT84","COT50",204,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"E4",1285.16,"3/7/19","I-34",2,6,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3437","GH_1127","CUY156","CUY4",163,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"E5",1127.16,"3/7/19","I-34",4,22,NA,NA,0,0,0,0,0,0.642857142857143,1,"#9E0142",35
"3438","GH_0312","SS2914","SS2937",146,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"E6",312.16,"3/7/19","I-34",6,26,NA,NA,0,0,0,0,0,0.476190476190476,1,"#9E0142",35
"3439","GH_0529","SS3041","SS3034",187,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"E7",529.16,"3/7/19","I-34",6,30,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3440","GH_1333","COT71","COT95",214,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"E8",1333.16,"3/7/19","I-34",6,19,1,NA,0,0,0,0,0,0.333333333333333,1,"#9E0142",35
"3441","GH_1161","CUY18","CUY42",168,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"E9",1161.16,"3/7/19","I-34",6,36,NA,NA,0,0,0,0,0,0.714285714285714,1,"#9E0142",35
"3442","GH_1280","COT54","COT79",203,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"E10",1280.16,"3/7/19","I-34",6,30,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3443","GH_1291","COT21","COT34",206,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"E11",1291.16,"3/7/19","I-34",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#9E0142",35
"3444","GH_0626","SS3060","SS3131",198,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"E12",626.16,"3/7/19","I-34",4,12,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3445","GH_0495","SS3107","SS3061",184,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"F1",495.16,"3/7/19","I-34",4,12,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3446","GH_1213","CUY58","CUY64",174,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"F2",1213.16,"3/7/19","I-34",2,10,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3447","GH_0400","SS2788","SS2925",155,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"F3",400.16,"3/7/19","I-34",4,20,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3448","GH_0475","SS3216","SS3139",181,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"F4",475.16,"3/7/19","I-34",4,20,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3449","GH_0326","SS2858","SS2924",148,"S1",5,2010,"S1 2010",9,"S",3,"35.2",5,2,8,48,0.16,"F5",326.16,"3/7/19","I-34",4,20,NA,NA,0,0,0,0,0,0.571428571428571,1,"#9E0142",35
"3450","GH_1154","CUY83","CUY59",166,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"F6",1154.16,"3/7/19","I-34",2,8,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3451","GH_0504","SS3159","SS3157",185,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"F7",504.16,"3/7/19","I-34",4,22,NA,NA,0,0,0,0,0,0.642857142857143,1,"#9E0142",35
"3452","GH_1194","CUY62","CUY7",171,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"F8",1194.16,"3/7/19","I-34",4,12,NA,NA,0,0,0,0,0,0.285714285714286,1,"#9E0142",35
"3453","GH_1207","CUY148","CUY157",173,"S1",5,2017,"S1 2017",10,"S",3,"35.2",5,2,8,48,0.16,"F9",1207.16,"3/7/19","I-34",4,26,NA,NA,0,0,0,0,0,0.785714285714286,1,"#9E0142",35
"3454","GH_0489","SS3106","SS3190",183,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"F10",489.16,"3/7/19","I-34",4,26,NA,NA,0,0,0,0,0,0.785714285714286,1,"#9E0142",35
"3455","GH_0513","SS3183","SS3174",186,"S2",6,2010,"S2 2010",11,"S",3,"35.2",5,2,8,48,0.16,"F11",513.16,"3/7/19","I-34",4,16,NA,NA,0,0,0,0,0,0.428571428571429,1,"#9E0142",35
"3456","GH_1324","COT32","COT107",212,"S2",6,2017,"S2 2017",12,"S",3,"35.2",5,2,8,48,0.16,"F12",1324.16,"3/7/19","I-34",6,20,NA,NA,0,0,0,0,0,0.333333333333333,1,"#9E0142",35
"3457","GH_0892","NFS99","NFS54",70,"N2",2,2017,"N2 2017",4,"N",1,"25.1",3,2,9,49,0.17,"A1",892.17,"4/2/19","I-31",4,16,NA,"Columns are backwards",0,0,0,0,0,0.428571428571429,1,"#5E4FA2",25
"3458","GH_0032","SS3649","SS3604",14,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"A2",32.17,"4/2/19","I-31",12,46,NA,NA,0,0,0,0,0,0.404761904761905,1,"#5E4FA2",25
"3459","GH_0027","SS3613","SS3646",10,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"A3",27.17,"4/2/19","I-31",2,4,NA,NA,0,0,0,0,0,0.142857142857143,1,"#5E4FA2",25
"3460","GH_0108","SS4044a","SS4024",53,"N2",2,2010,"N2 2010",3,"N",1,"25.1",3,2,9,49,0.17,"A4",108.17,"4/2/19","I-31",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#5E4FA2",25
"3461","GH_0003","SS3639","SS3615",2,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"A5",3.17,"4/2/19","I-31",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#5E4FA2",25
"3462","GH_0020","SS3633","SS3652",7,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"A6",20.17,"4/2/19","I-31",2,6,NA,NA,0,0,0,0,0,0.285714285714286,1,"#5E4FA2",25
"3463","GH_0039","SS3619","SS3607",17,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"A7",39.17,"4/2/19","I-31",22,48,NA,"buds out",0,0,0,0,0,0.168831168831169,1,"#5E4FA2",25
"3464","GH_0761","NFS122","NFS45",55,"N2",2,2017,"N2 2017",4,"N",1,"25.1",3,2,9,49,0.17,"A8",761.17,"4/2/19","I-31",10,32,NA,NA,0,0,0,0,0,0.314285714285714,1,"#5E4FA2",25
"3465","GH_0114","SS4016","SS3657",54,"N2",2,2010,"N2 2010",3,"N",1,"25.1",3,2,9,49,0.17,"A9",114.17,"4/2/19","I-31",12,56,NA,"buds out",0,0,0,0,0,0.523809523809524,1,"#5E4FA2",25
"3466","GH_0040","SS3642","SS3607",18,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"A10",40.17,"4/2/19","I-31",10,40,NA,NA,0,0,0,0,0,0.428571428571429,1,"#5E4FA2",25
"3467","GH_0638","ROC61","ROC153",19,"N1",1,2017,"N1 2017",2,"N",1,"25.1",3,2,9,49,0.17,"A11",638.17,"4/2/19","I-31",2,6,NA,NA,0,0,0,0,0,0.285714285714286,1,"#5E4FA2",25
"3468","GH_0672","ROC55","ROC14",26,"N1",1,2017,"N1 2017",2,"N",1,"25.1",3,2,9,49,0.17,"A12",672.17,"4/2/19","I-31",6,26,NA,NA,0,0,0,0,0,0.476190476190476,1,"#5E4FA2",25
"3469","GH_0026","SS3644","SS3646",9,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"B1",26.17,"4/2/19","I-31",6,20,NA,NA,0,0,0,0,0,0.333333333333333,1,"#5E4FA2",25
"3470","GH_0849","NFS124","NFS1",65,"N2",2,2017,"N2 2017",4,"N",1,"25.1",3,2,9,49,0.17,"B2",849.17,"4/2/19","I-31",6,22,NA,NA,0,0,0,0,0,0.380952380952381,1,"#5E4FA2",25
"3471","GH_0043","SS4057","SS3672",37,"N2",2,2010,"N2 2010",3,"N",1,"25.1",3,2,9,49,0.17,"B3",43.17,"4/2/19","I-31",14,40,NA,"buds out",0,0,0,0,0,0.26530612244898,1,"#5E4FA2",25
"3472","GH_0090","SS4014","SS3688",48,"N2",2,2010,"N2 2010",3,"N",1,"25.1",3,2,9,49,0.17,"B4",90.17,"4/2/19","I-31",26,58,NA,NA,0,0,0,0,0,0.175824175824176,1,"#5E4FA2",25
"3473","GH_0057","SS4027","SS4011",40,"N2",2,2010,"N2 2010",3,"N",1,"25.1",3,2,9,49,0.17,"B5",57.17,"4/2/19","I-31",6,18,NA,NA,0,0,0,0,0,0.285714285714286,1,"#5E4FA2",25
"3474","GH_0018","SS3630","SS3652",6,"N1",1,2010,"N1 2010",1,"N",1,"25.1",3,2,9,49,0.17,"B6",18.17,"4/2/19","I-31",26,50,NA,NA,0,0,0,0,0,0.131868131868132,1,"#5E4FA2",25
