"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu[1453]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1454]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1455]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1456]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1457]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1458]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1459]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1460]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1461]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1462]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1463]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1464]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1465]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1466]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1467]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1468]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1469]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1470]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1471]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1472]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1473]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1474]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1475]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1476]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1477]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1478]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1479]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1480]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1481]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1482]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1483]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1484]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1485]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1486]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1487]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1488]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1489]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1490]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1491]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1492]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1493]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1494]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1495]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1496]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1497]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1498]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1499]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1500]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1501]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1502]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1503]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1504]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1505]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1506]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1507]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1508]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1509]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1510]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1511]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1512]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1513]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1514]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1515]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1516]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1517]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1518]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1519]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1520]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1521]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1522]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1523]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1524]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1525]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1526]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1527]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1528]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1529]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1530]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1531]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1532]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1533]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1534]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1535]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1536]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1537]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1538]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1539]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1540]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1541]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1542]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1543]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1544]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1545]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1546]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1547]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1548]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1549]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1550]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1551]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1552]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1553]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1554]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1555]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1556]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1557]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1558]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1559]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1560]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1561]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1562]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1563]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1564]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1565]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1566]",0.05,0,0.02,0.01,0.04,0.05,0.07,0.09,12593.76,1
"mu[1567]",0.42,0,0.03,0.36,0.4,0.42,0.44,0.47,23981.11,1
"mu[1568]",0.96,0,0.04,0.89,0.93,0.96,0.98,1.03,18443.95,1
"mu[1569]",1.53,0,0.04,1.45,1.51,1.53,1.56,1.62,19880.27,1
"mu[1570]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,29412.92,1
"mu[1571]",2.09,0,0.06,1.98,2.05,2.09,2.13,2.2,30266.53,1
"mu[1572]",1.63,0,0.06,1.52,1.59,1.63,1.67,1.74,26416.81,1
"mu[1573]",0.38,0,0.04,0.3,0.35,0.38,0.41,0.47,20351.26,1
"mu[1574]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1575]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1576]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1577]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1578]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1579]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1580]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1581]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1582]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1583]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1584]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1585]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1586]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1587]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1588]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1589]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1590]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1591]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1592]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1593]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1594]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1595]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1596]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1597]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1598]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1599]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1600]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1601]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1602]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1603]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1604]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1605]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1606]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1607]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1608]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1609]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1610]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1611]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1612]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1613]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1614]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1615]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1616]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1617]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1618]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1619]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1620]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1621]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1622]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1623]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1624]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1625]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1626]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1627]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1628]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1629]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1630]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1631]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1632]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1633]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1634]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1635]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1636]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1637]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1638]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1639]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1640]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1641]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1642]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1643]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1644]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1645]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1646]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1647]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1648]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1649]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1650]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1651]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1652]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1653]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1654]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1655]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1656]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1657]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1658]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1659]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1660]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1661]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1662]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1663]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1664]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1665]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1666]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1667]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1668]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1669]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1670]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1671]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1672]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1673]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1674]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1675]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1676]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1677]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1678]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1679]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1680]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1681]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1682]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1683]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1684]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1685]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1686]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1687]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1688]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1689]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1690]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1691]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1692]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1693]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1694]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1695]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1696]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1697]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1698]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1699]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1700]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1701]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1702]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1703]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1704]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1705]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1706]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1707]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1708]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1709]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"mu[1710]",0.04,0,0.02,0,0.02,0.04,0.05,0.08,11452.79,1
"mu[1711]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.49,23299.06,1
"mu[1712]",1.01,0,0.04,0.94,0.98,1.01,1.03,1.08,17512,1
"mu[1713]",1.57,0,0.04,1.5,1.55,1.57,1.6,1.65,19106.11,1
"mu[1714]",1.98,0,0.05,1.89,1.95,1.98,2.01,2.08,27084.34,1
"mu[1715]",2.04,0,0.05,1.94,2.01,2.04,2.08,2.15,27797.99,1
"mu[1716]",1.55,0,0.05,1.44,1.51,1.55,1.58,1.65,26847.78,1
"mu[1717]",0.33,0,0.04,0.26,0.3,0.33,0.35,0.4,20331.48,1
"theta[1]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[2]",1,0,0,0.98,0.99,1,1,1,21096.76,1
"theta[3]",1,0,0,0.99,1,1,1,1,20668.36,1
"theta[4]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[5]",1,0,0,0.99,1,1,1,1,17232.91,1
"theta[6]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[7]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[8]",0.99,0,0.01,0.97,0.99,0.99,1,1,19159.8,1
"theta[9]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[10]",1,0,0,0.98,0.99,1,1,1,21096.76,1
"theta[11]",1,0,0,0.99,1,1,1,1,20668.36,1
"theta[12]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[13]",1,0,0,0.99,1,1,1,1,17232.91,1
"theta[14]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[15]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[16]",0.99,0,0.01,0.97,0.99,0.99,1,1,19159.8,1
"theta[17]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[18]",1,0,0,0.98,0.99,1,1,1,21096.76,1
"theta[19]",1,0,0,0.99,1,1,1,1,20668.36,1
"theta[20]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[21]",1,0,0,0.99,1,1,1,1,17232.91,1
"theta[22]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[23]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[24]",0.99,0,0.01,0.97,0.99,0.99,1,1,19159.8,1
"theta[25]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[26]",1,0,0,0.98,0.99,1,1,1,21096.76,1
"theta[27]",1,0,0,0.99,1,1,1,1,20668.36,1
"theta[28]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[29]",1,0,0,0.99,1,1,1,1,17232.91,1
"theta[30]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[31]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[32]",0.99,0,0.01,0.97,0.99,0.99,1,1,19159.8,1
"theta[33]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[34]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[35]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[36]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[37]",1,0,0,0.98,0.99,1,1,1,21096.76,1
"theta[38]",1,0,0,0.99,1,1,1,1,20668.36,1
"theta[39]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[40]",1,0,0,0.99,1,1,1,1,17232.91,1
"theta[41]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[42]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[43]",0.99,0,0.01,0.97,0.99,0.99,1,1,19159.8,1
"theta[44]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[45]",1,0,0,0.98,0.99,1,1,1,21096.76,1
"theta[46]",1,0,0,0.99,1,1,1,1,20668.36,1
"theta[47]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[48]",1,0,0,0.99,1,1,1,1,17232.91,1
"theta[49]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[50]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[51]",0.99,0,0.01,0.97,0.99,0.99,1,1,19159.8,1
"theta[52]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[53]",1,0,0,0.99,1,1,1,1,20668.36,1
"theta[54]",1,0,0,0.99,1,1,1,1,17971.54,1
"theta[55]",1,0,0,0.99,1,1,1,1,17232.91,1
"theta[56]",1,0,0,0.99,1,1,1,1,17295.37,1
"theta[57]",1,0,0,0.99,1,1,1,1,19198.25,1
"theta[58]",0.99,0,0.01,0.97,0.99,0.99,1,1,19159.8,1
"theta[59]",0.99,0,0.01,0.96,0.99,0.99,1,1,17965.83,1
"theta[60]",1,0,0,0.98,0.99,1,1,1,21096.76,1
"theta[61]",1,0,0,0.99,1,1,1,1,20668.36,1
