"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"theta[1262]",0.99,0,0.01,0.97,0.99,0.99,1,1,15863.12,1
"theta[1263]",1,0,0,0.99,1,1,1,1,19434.04,1
"theta[1264]",1,0,0,0.99,1,1,1,1,18703.71,1
"theta[1265]",1,0,0,0.99,1,1,1,1,17264.97,1
"theta[1266]",1,0,0,1,1,1,1,1,16955.89,1
"theta[1267]",1,0,0,1,1,1,1,1,16954.66,1
"theta[1268]",1,0,0,0.99,1,1,1,1,17620.67,1
"theta[1269]",0.99,0,0.01,0.98,0.99,1,1,1,18331.71,1
"theta[1270]",0.99,0,0.01,0.97,0.99,0.99,1,1,15863.12,1
"theta[1271]",1,0,0,0.99,1,1,1,1,19434.04,1
"theta[1272]",1,0,0,0.99,1,1,1,1,18703.71,1
"theta[1273]",1,0,0,0.99,1,1,1,1,17264.97,1
"theta[1274]",1,0,0,1,1,1,1,1,16955.89,1
"theta[1275]",1,0,0,1,1,1,1,1,16954.66,1
"theta[1276]",1,0,0,0.99,1,1,1,1,17620.67,1
"theta[1277]",0.99,0,0.01,0.98,0.99,1,1,1,18331.71,1
"theta[1278]",0.99,0,0.01,0.97,0.99,0.99,1,1,15863.12,1
"theta[1279]",1,0,0,0.99,1,1,1,1,19434.04,1
"theta[1280]",1,0,0,0.99,1,1,1,1,18703.71,1
"theta[1281]",1,0,0,0.99,1,1,1,1,17264.97,1
"theta[1282]",1,0,0,1,1,1,1,1,16955.89,1
"theta[1283]",1,0,0,1,1,1,1,1,16954.66,1
"theta[1284]",1,0,0,0.99,1,1,1,1,17620.67,1
"theta[1285]",0.99,0,0.01,0.98,0.99,1,1,1,18331.71,1
"theta[1286]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1287]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1288]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1289]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1290]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1291]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1292]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1293]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1294]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1295]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1296]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1297]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1298]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1299]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1300]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1301]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1302]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1303]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1304]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1305]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1306]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1307]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1308]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1309]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1310]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1311]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1312]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1313]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1314]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1315]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1316]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1317]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1318]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1319]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1320]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1321]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1322]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1323]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1324]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1325]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1326]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1327]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1328]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1329]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1330]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1331]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1332]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1333]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1334]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1335]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1336]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1337]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1338]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1339]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1340]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1341]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1342]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1343]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1344]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1345]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1346]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1347]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1348]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1349]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1350]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1351]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1352]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1353]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1354]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1355]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1356]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1357]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1358]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1359]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1360]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1361]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1362]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1363]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1364]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1365]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1366]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1367]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1368]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1369]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1370]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1371]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1372]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1373]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1374]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1375]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1376]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1377]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1378]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1379]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1380]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1381]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1382]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1383]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1384]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1385]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1386]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1387]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1388]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1389]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1390]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1391]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1392]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1393]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1394]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1395]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1396]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1397]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1398]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1399]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1400]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1401]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1402]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1403]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1404]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1405]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1406]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1407]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1408]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1409]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1410]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1411]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1412]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1413]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1414]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1415]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1416]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1417]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1418]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1419]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1420]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1421]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1422]",0.99,0,0.01,0.97,0.99,0.99,1,1,17780.5,1
"theta[1423]",1,0,0,0.99,1,1,1,1,21434.25,1
"theta[1424]",1,0,0,0.99,1,1,1,1,18725.75,1
"theta[1425]",1,0,0,0.99,1,1,1,1,16898.08,1
"theta[1426]",1,0,0,1,1,1,1,1,16593.98,1
"theta[1427]",1,0,0,1,1,1,1,1,16603.69,1
"theta[1428]",1,0,0,0.99,1,1,1,1,17251.69,1
"theta[1429]",0.99,0,0.01,0.98,0.99,1,1,1,20316.66,1
"theta[1430]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1431]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1432]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1433]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1434]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1435]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1436]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1437]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1438]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1439]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1440]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1441]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1442]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1443]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1444]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1445]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1446]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1447]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1448]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1449]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1450]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1451]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1452]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1453]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1454]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1455]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1456]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1457]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1458]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1459]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1460]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1461]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1462]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1463]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1464]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1465]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1466]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1467]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1468]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1469]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1470]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1471]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1472]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1473]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1474]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1475]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1476]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1477]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1478]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1479]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1480]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1481]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1482]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1483]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1484]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1485]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1486]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1487]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1488]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1489]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1490]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1491]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1492]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1493]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1494]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1495]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1496]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1497]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1498]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1499]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1500]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1501]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1502]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1503]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1504]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1505]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1506]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1507]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1508]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1509]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1510]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1511]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1512]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1513]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1514]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1515]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1516]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1517]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1518]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1519]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1520]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1521]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1522]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1523]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1524]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1525]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1526]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1527]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1528]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1529]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1530]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1531]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1532]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1533]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1534]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1535]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1536]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1537]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1538]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1539]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1540]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1541]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1542]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1543]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1544]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1545]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1546]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1547]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1548]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1549]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1550]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1551]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1552]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1553]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1554]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1555]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1556]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1557]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1558]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1559]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1560]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1561]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1562]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1563]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1564]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1565]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1566]",0.99,0,0.01,0.96,0.99,0.99,1,1,17339.75,1
"theta[1567]",1,0,0,0.98,0.99,1,1,1,20353.64,1
"theta[1568]",1,0,0,0.99,1,1,1,1,18338.32,1
"theta[1569]",1,0,0,0.99,1,1,1,1,15851.53,1
"theta[1570]",1,0,0,1,1,1,1,1,15436.79,1
"theta[1571]",1,0,0,1,1,1,1,1,15510.96,1
"theta[1572]",1,0,0,0.99,1,1,1,1,15665.31,1
"theta[1573]",1,0,0,0.98,0.99,1,1,1,20350.05,1
"theta[1574]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1575]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1576]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1577]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1578]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1579]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1580]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1581]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1582]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1583]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1584]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1585]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1586]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1587]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1588]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1589]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1590]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1591]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1592]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1593]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1594]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1595]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1596]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1597]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1598]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1599]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1600]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1601]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1602]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1603]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1604]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1605]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1606]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1607]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1608]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1609]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1610]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1611]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1612]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1613]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1614]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1615]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1616]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1617]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1618]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1619]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1620]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1621]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1622]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1623]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1624]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1625]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1626]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1627]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1628]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1629]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1630]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1631]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1632]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1633]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1634]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1635]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1636]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1637]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1638]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1639]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1640]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1641]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1642]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1643]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1644]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1645]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1646]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1647]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1648]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1649]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1650]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1651]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1652]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1653]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1654]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1655]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1656]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1657]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1658]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1659]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1660]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1661]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1662]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1663]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1664]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1665]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1666]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1667]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1668]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1669]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
